WInfoID,daily,season,pm25,rainPrec,cloudCover,WindSpeed,relHumid,visibility,mean,routeID,locID,stationID
35890,10/28/2018 21:02,,,,,,,,,r76,cor45,
35891,10/21/2019 14:42,,,,,,,,,r40,cor46,
35892,4/21/2020 22:12,,,,,,,,,r15,cor34,
35893,4/18/2020 9:09,,,,,,,,,r41,cor10,
35894,10/21/2019 15:06,,,,,,,,0.5957447,r56,cor20,
35895,10/28/2018 22:30,,,,,,,,0.81666667,r3,cor7,
35896,4/21/2020 22:15,,,,,,,,0.82291667,r56,cor25,
35897,10/28/2018 21:39,,,,,,,,,r50,cor20,
35898,4/18/2020 8:11,,,,,,,,0.31666667,r75,cor20,
35899,4/18/2020 10:40,,,,,,,,,r51,cor35,
35900,4/18/2020 10:08,,,,,,,,0.19791667,r16,cor11,
35901,4/21/2020 20:32,,,,,,,,0.13,r51,cor15,
35902,4/21/2020 20:32,,,,,,,,0.8125,r75,cor41,
35903,4/18/2020 9:15,,,,,,,,,r64,cor4,
35904,4/18/2020 8:33,,,,,,,,,r62,cor17,
35905,10/21/2019 15:18,,,,,,,,,r58,cor26,
35906,4/18/2020 10:14,,,,,,,,,r16,cor17,
35907,10/21/2019 14:45,,,,,,,,,r67,cor40,
35908,4/21/2020 20:40,,,,,,,,0.4375,r71,cor11,
35909,4/21/2020 21:24,,,,,,,,,r43,cor7,
35910,4/18/2020 9:06,,,,,,,,,r12,cor40,
35911,4/21/2020 21:19,,,,,,,,,r18,cor44,
35912,10/21/2019 12:56,,,,,,,,,r5,cor1,
35913,4/21/2020 22:39,,,,,,,,,r15,cor11,
35914,10/28/2018 20:50,,,,,,,,,r71,cor14,
35915,4/21/2020 22:51,,,,,,,,,r47,cor29,
35916,4/18/2020 9:49,,,,,,,,,r22,cor46,
35917,4/21/2020 21:01,,,,,,,,,r24,cor3,
35918,4/18/2020 9:12,,,,,,,,,r11,cor30,
35919,4/18/2020 10:42,,,,,,,,,r33,cor26,
35920,4/18/2020 8:17,,,,,,,,,r75,cor39,
35921,4/18/2020 10:32,,,,,,,,,r2,cor18,
35922,10/28/2018 20:05,,,,,,,,0.39166667,r48,cor15,
35923,4/21/2020 21:32,,,,,,,,0.275,r36,cor17,
35924,4/21/2020 21:29,,,,,,,,,r12,cor16,
35925,10/28/2018 20:00,,,,,,,,,r41,cor32,
35926,10/28/2018 19:59,,,,,,,,,r1,cor41,
35927,10/28/2018 22:04,,,,,,,,,r10,cor35,
35928,4/18/2020 9:13,,,,,,,,,r61,cor35,
35929,10/21/2019 14:40,,,,,,,,,r7,cor30,
35930,10/21/2019 13:05,,,,,,,,,r80,cor29,
35931,10/21/2019 14:02,,,,,,,,,r69,cor7,
35932,10/28/2018 21:54,,,,,,,,,r12,cor1,
35933,4/18/2020 8:44,,,,,,,,,r74,cor6,
35934,10/21/2019 14:53,,,,,,,,,r32,cor40,
35935,10/28/2018 22:16,,,,,,,,,r40,cor34,
35936,4/18/2020 10:33,,,,,,,,,r38,cor5,
35937,4/18/2020 9:39,,,,,,,,,r8,cor28,
35938,10/21/2019 13:07,,,,,,,,,r61,cor28,
35939,4/18/2020 10:19,,,,,,,,,r71,cor12,
35940,10/28/2018 20:52,,,,,,,,,r34,cor47,
35941,4/18/2020 9:12,,,,,,,,,r74,cor5,
35942,4/18/2020 10:01,,,,,,,,,r33,cor8,
35943,4/21/2020 22:47,,,,,,,,,r72,cor31,
35944,4/21/2020 22:24,,,,,,,,,r39,cor32,
35945,4/21/2020 20:52,,,,,,,,,r41,cor7,
35946,4/18/2020 9:12,,,,,,,,,r59,cor24,
35947,4/18/2020 9:20,,,,,,,,,r35,cor26,
35948,10/28/2018 20:10,,,,,,,,,r1,cor8,
35949,4/21/2020 23:01,,,,,,,,,r22,cor39,
35950,4/18/2020 10:29,,,,,,,,,r10,cor11,
35951,4/18/2020 10:26,,,,,,,,,r70,cor12,
35952,10/21/2019 14:55,,,,,,,,,r72,cor36,
35953,10/28/2018 21:54,,,,,,,,0.55625,r33,cor37,
35954,4/21/2020 20:53,,,,,,,,0.1625,r20,cor19,
35955,10/28/2018 21:04,,,,,,,,,r79,cor33,
35956,10/21/2019 15:09,,,,,,,,,r55,cor2,
35957,4/21/2020 21:30,,,,,,,,,r24,cor17,
35958,4/18/2020 8:19,,,,,,,,,r25,cor28,
35959,10/21/2019 13:19,,,,,,,,,r47,cor23,
35960,4/18/2020 9:28,,,,,,,,,r24,cor43,
35961,10/28/2018 22:27,,,,,,,,,r42,cor1,
35962,10/28/2018 21:01,,,,,,,,,r29,cor16,
35963,4/21/2020 20:53,,,,,,,,0.39166667,r72,cor34,
35964,4/21/2020 21:09,,,,,,,,,r24,cor44,
35965,10/28/2018 22:18,,,,,,,,,r31,cor32,
35966,4/18/2020 9:49,,,,,,,,,r36,cor10,
35967,10/28/2018 21:37,,,,,,,,,r31,cor37,
35968,4/21/2020 22:30,,,,,,,,,r49,cor7,
35969,4/18/2020 9:18,,,,,,,,,r14,cor37,
35970,4/21/2020 21:25,,,,,,,,,r32,cor8,
35971,10/28/2018 20:38,,,,,,,,,r2,cor10,
35972,10/21/2019 14:14,,,,,,,,,r49,cor32,
35973,10/28/2018 21:36,,,,,,,,,r6,cor2,
35974,10/28/2018 20:07,,,,,,,,,r72,cor24,
35975,10/21/2019 14:53,,,,,,,,,r47,cor13,
35976,10/21/2019 14:49,,,,,,,,,r16,cor35,
35977,10/21/2019 13:48,,,,,,,,,r52,cor6,
35978,4/21/2020 23:06,,,,,,,,,r49,cor9,
35979,10/28/2018 21:34,,,,,,,,,r72,cor47,
35980,10/21/2019 15:00,,,,,,,,0.13,r51,cor34,
35981,4/18/2020 8:11,,,,,,,,0.64791667,r6,cor2,
35982,10/28/2018 20:51,,,,,,,,,r68,cor12,
35983,4/18/2020 9:37,,,,,,,,,r47,cor36,
35984,4/21/2020 22:51,,,,,,,,,r49,cor44,
35985,10/21/2019 13:09,,,,,,,,,r16,cor27,
35986,4/18/2020 9:36,,,,,,,,,r70,cor27,
35987,4/21/2020 21:03,,,,,,,,,r43,cor10,
35988,10/21/2019 14:32,,,,,,,,,r65,cor7,
35989,10/28/2018 21:10,,,,,,,,,r42,cor10,
35990,4/21/2020 21:06,,,,,,,,,r35,cor37,
35991,4/18/2020 10:17,,,,,,,,,r10,cor46,
35992,4/21/2020 22:34,,,,,,,,,r79,cor5,
35993,10/28/2018 22:34,,,,,,,,,r49,cor7,
35994,10/28/2018 21:43,,,,,,,,,r40,cor44,
35995,10/28/2018 22:20,,,,,,,,,r25,cor26,
35996,4/18/2020 9:04,,,,,,,,,r36,cor46,
35997,10/28/2018 21:14,,,,,,,,,r44,cor33,
35998,4/18/2020 8:34,,,,,,,,,r56,cor3,
35999,10/28/2018 20:20,,,,,,,,,r28,cor42,
36000,4/18/2020 10:11,,,,,,,,,r6,cor41,
36001,10/21/2019 13:14,,,,,,,,,r18,cor25,
36002,4/21/2020 21:54,,,,,,,,,r51,cor26,
36003,4/18/2020 10:38,,,,,,,,,r33,cor44,
36004,4/21/2020 21:22,,,,,,,,,r3,cor31,
36005,10/28/2018 22:12,,,,,,,,,r39,cor11,
36006,4/21/2020 21:59,,,,,,,,,r35,cor1,
36007,4/21/2020 21:08,,,,,,,,,r10,cor22,
36008,10/21/2019 14:35,,,,,,,,,r2,cor28,
36009,10/28/2018 20:58,,,,,,,,,r47,cor30,
36010,4/18/2020 9:57,,,,,,,,,r62,cor32,
36011,4/21/2020 22:07,,,,,,,,,r14,cor10,
36012,4/21/2020 22:15,,,,,,,,,r51,cor1,
36013,10/21/2019 14:38,,,,,,,,,r31,cor9,
36014,4/18/2020 9:15,,,,,,,,,r59,cor18,
36015,4/18/2020 8:07,,,,,,,,,r79,cor2,
36016,4/18/2020 10:38,,,,,,,,,r39,cor1,
36017,4/21/2020 20:58,,,,,,,,,r73,cor14,
36018,4/21/2020 21:18,,,,,,,,,r19,cor28,
36019,10/28/2018 20:25,,,,,,,,,r12,cor4,
36020,4/18/2020 8:27,,,,,,,,,r2,cor37,
36021,4/18/2020 10:31,,,,,,,,,r42,cor38,
36022,4/21/2020 22:29,,,,,,,,,r68,cor6,
36023,4/21/2020 20:40,,,,,,,,,r79,cor38,
36024,4/21/2020 22:00,,,,,,,,,r37,cor13,
36025,4/21/2020 21:20,,,,,,,,,r23,cor41,
36026,4/21/2020 21:17,,,,,,,,,r44,cor41,
36027,4/18/2020 8:13,,,,,,,,,r63,cor34,
36028,10/21/2019 15:11,,,,,,,,,r52,cor16,
36029,4/18/2020 9:13,,,,,,,,,r41,cor24,
36030,10/28/2018 20:41,,,,,,,,,r38,cor17,
36031,10/28/2018 20:32,,,,,,,,,r44,cor35,
36032,10/21/2019 14:07,,,,,,,,,r11,cor44,
36033,10/28/2018 22:26,,,,,,,,,r64,cor45,
36034,10/28/2018 22:03,,,,,,,,,r29,cor23,
36035,4/21/2020 21:41,,,,,,,,,r27,cor26,
36036,10/21/2019 12:54,,,,,,,,,r59,cor8,
36037,10/28/2018 21:22,,,,,,,,,r32,cor46,
36038,4/18/2020 8:58,,,,,,,,,r12,cor37,
36039,10/28/2018 20:30,,,,,,,,,r28,cor46,
36040,10/21/2019 14:12,,,,,,,,,r55,cor5,
36041,10/28/2018 21:46,,,,,,,,,r60,cor16,
36042,4/21/2020 23:00,,,,,,,,,r46,cor47,
36043,4/18/2020 9:01,,,,,,,,,r17,cor3,
36044,4/21/2020 22:45,,,,,,,,,r57,cor31,
36045,4/18/2020 8:59,,,,,,,,,r64,cor6,
36046,4/18/2020 10:44,,,,,,,,,r42,cor46,
36047,4/21/2020 21:25,,,,,,,,,r79,cor20,
36048,4/21/2020 21:39,,,,,,,,,r53,cor47,
36049,4/18/2020 9:15,,,,,,,,,r47,cor19,
36050,4/18/2020 9:24,,,,,,,,,r22,cor43,
36051,4/21/2020 21:12,,,,,,,,,r49,cor9,
36052,4/18/2020 10:46,,,,,,,,,r17,cor2,
36053,10/28/2018 20:00,,,,,,,,,r4,cor22,
36054,10/21/2019 13:46,,,,,,,,,r50,cor12,
36055,10/21/2019 13:16,,,,,,,,,r78,cor2,
36056,10/21/2019 13:45,,,,,,,,,r8,cor16,
36057,4/21/2020 22:39,,,,,,,,,r73,cor27,
36058,4/18/2020 9:04,,,,,,,,,r32,cor19,
36059,10/21/2019 13:15,,,,,,,,,r47,cor7,
36060,10/28/2018 20:25,,,,,,,,,r43,cor27,
36061,10/21/2019 14:35,,,,,,,,,r47,cor27,
36062,10/21/2019 14:19,,,,,,,,,r22,cor47,
36063,10/28/2018 22:31,,,,,,,,,r30,cor39,
36064,4/18/2020 8:26,,,,,,,,,r12,cor46,
36065,4/21/2020 22:06,,,,,,,,,r12,cor13,
36066,4/18/2020 10:35,,,,,,,,,r43,cor21,
36067,10/28/2018 20:40,,,,,,,,,r66,cor36,
36068,4/21/2020 20:57,,,,,,,,,r54,cor26,
36069,10/21/2019 14:48,,,,,,,,,r61,cor29,
36070,4/18/2020 10:12,,,,,,,,,r66,cor23,
36071,10/21/2019 15:06,,,,,,,,,r66,cor5,
36072,10/21/2019 14:51,,,,,,,,,r32,cor4,
36073,4/18/2020 10:37,,,,,,,,,r64,cor21,
36074,10/21/2019 13:47,,,,,,,,,r50,cor31,
36075,10/28/2018 20:40,,,,,,,,,r36,cor42,
36076,10/21/2019 13:42,,,,,,,,,r62,cor3,
36077,4/21/2020 22:51,,,,,,,,,r11,cor16,
36078,10/28/2018 22:35,,,,,,,,,r79,cor31,
36079,4/21/2020 23:10,,,,,,,,,r57,cor26,
36080,4/18/2020 10:04,,,,,,,,,r34,cor31,
36081,4/21/2020 23:06,,,,,,,,,r71,cor43,
36082,10/28/2018 20:03,,,,,,,,,r50,cor34,
36083,4/21/2020 20:40,,,,,,,,,r9,cor18,
36084,4/21/2020 21:41,,,,,,,,,r52,cor43,
36085,10/21/2019 14:27,,,,,,,,,r37,cor31,
36086,4/21/2020 20:31,,,,,,,,,r59,cor28,
36087,4/21/2020 21:19,,,,,,,,,r79,cor6,
36088,4/18/2020 9:03,,,,,,,,,r18,cor12,
36089,4/21/2020 22:47,,,,,,,,,r37,cor36,
36090,10/21/2019 15:17,,,,,,,,,r73,cor7,
36091,4/21/2020 21:28,,,,,,,,,r78,cor25,
36092,4/21/2020 22:51,,,,,,,,,r18,cor35,
36093,4/21/2020 20:38,,,,,,,,,r76,cor34,
36094,4/21/2020 22:05,,,,,,,,,r37,cor2,
36095,4/21/2020 21:57,,,,,,,,,r63,cor39,
36096,10/28/2018 19:59,,,,,,,,,r8,cor46,
36097,4/18/2020 10:00,,,,,,,,,r19,cor31,
36098,10/28/2018 20:24,,,,,,,,,r18,cor21,
36099,4/18/2020 9:57,,,,,,,,,r3,cor37,
36100,10/28/2018 20:41,,,,,,,,,r35,cor39,
36101,4/18/2020 8:07,,,,,,,,,r34,cor19,
36102,10/21/2019 14:37,,,,,,,,,r22,cor15,
36103,10/28/2018 21:08,,,,,,,,,r35,cor15,
36104,10/28/2018 21:20,,,,,,,,,r62,cor22,
36105,10/21/2019 13:12,,,,,,,,,r55,cor17,
36106,10/28/2018 20:24,,,,,,,,,r27,cor33,
36107,4/18/2020 9:00,,,,,,,,,r73,cor24,
36108,10/28/2018 20:58,,,,,,,,,r38,cor21,
36109,4/21/2020 21:22,,,,,,,,,r80,cor9,
36110,10/21/2019 13:00,,,,,,,,,r41,cor25,
36111,10/21/2019 14:46,,,,,,,,,r67,cor41,
36112,10/28/2018 21:17,,,,,,,,,r73,cor23,
36113,4/21/2020 23:08,,,,,,,,,r62,cor3,
36114,10/21/2019 15:06,,,,,,,,,r32,cor23,
36115,4/18/2020 10:36,,,,,,,,,r58,cor24,
36116,4/21/2020 22:29,,,,,,,,,r26,cor18,
36117,10/21/2019 14:24,,,,,,,,,r75,cor26,
36118,10/28/2018 22:38,,,,,,,,,r20,cor40,
36119,10/28/2018 20:59,,,,,,,,,r22,cor23,
36120,10/28/2018 20:12,,,,,,,,,r36,cor42,
36121,4/21/2020 23:07,,,,,,,,,r19,cor11,
36122,4/21/2020 22:48,,,,,,,,,r50,cor20,
36123,10/21/2019 15:02,,,,,,,,,r18,cor3,
36124,10/28/2018 20:54,,,,,,,,,r75,cor15,
36125,10/28/2018 21:00,,,,,,,,,r32,cor23,
36126,4/18/2020 9:02,,,,,,,,,r17,cor23,
36127,4/18/2020 10:19,,,,,,,,,r37,cor36,
36128,4/18/2020 10:17,,,,,,,,,r80,cor3,
36129,4/18/2020 9:04,,,,,,,,,r40,cor18,
36130,4/21/2020 20:42,,,,,,,,,r67,cor13,
36131,10/28/2018 21:53,,,,,,,,,r36,cor30,
36132,10/28/2018 21:33,,,,,,,,,r70,cor13,
36133,4/18/2020 10:23,,,,,,,,,r41,cor33,
36134,4/18/2020 8:27,,,,,,,,,r68,cor30,
36135,4/18/2020 10:31,,,,,,,,,r16,cor15,
36136,4/18/2020 10:04,,,,,,,,,r20,cor17,
36137,10/28/2018 21:06,,,,,,,,,r48,cor32,
36138,4/18/2020 9:37,,,,,,,,,r42,cor3,
36139,10/21/2019 13:27,,,,,,,,,r29,cor3,
36140,10/28/2018 20:23,,,,,,,,,r29,cor5,
36141,10/28/2018 21:32,,,,,,,,,r51,cor10,
36142,10/28/2018 20:34,,,,,,,,,r15,cor21,
36143,4/21/2020 21:46,,,,,,,,,r60,cor6,
36144,4/21/2020 21:48,,,,,,,,,r4,cor6,
36145,4/21/2020 21:29,,,,,,,,,r10,cor47,
36146,4/21/2020 21:58,,,,,,,,,r28,cor46,
36147,10/21/2019 13:53,,,,,,,,,r11,cor31,
36148,4/18/2020 8:25,,,,,,,,,r3,cor30,
36149,10/21/2019 14:44,,,,,,,,,r25,cor15,
36150,4/18/2020 10:37,,,,,,,,,r44,cor20,
36151,10/28/2018 20:33,,,,,,,,,r29,cor7,
36152,4/18/2020 9:20,,,,,,,,,r41,cor19,
36153,4/18/2020 9:38,,,,,,,,,r72,cor4,
36154,4/18/2020 9:20,,,,,,,,,r48,cor40,
36155,4/18/2020 9:55,,,,,,,,,r11,cor16,
36156,4/21/2020 22:50,,,,,,,,,r2,cor35,
36157,10/28/2018 20:03,,,,,,,,,r20,cor32,
36158,10/21/2019 13:37,,,,,,,,,r47,cor16,
36159,10/28/2018 20:17,,,,,,,,,r49,cor22,
36160,4/18/2020 8:34,,,,,,,,,r9,cor38,
36161,4/18/2020 8:18,,,,,,,,,r68,cor13,
36162,4/21/2020 20:57,,,,,,,,,r52,cor37,
36163,10/21/2019 14:55,,,,,,,,,r7,cor23,
36164,10/28/2018 21:52,,,,,,,,,r58,cor17,
36165,4/18/2020 9:24,,,,,,,,,r57,cor31,
36166,4/18/2020 10:33,,,,,,,,,r66,cor32,
36167,10/21/2019 14:27,,,,,,,,,r42,cor43,
36168,10/28/2018 20:07,,,,,,,,,r2,cor7,
36169,4/21/2020 22:53,,,,,,,,,r66,cor37,
36170,4/18/2020 8:22,,,,,,,,,r49,cor4,
36171,4/21/2020 21:37,,,,,,,,,r60,cor12,
36172,4/21/2020 22:42,,,,,,,,,r23,cor38,
36173,4/18/2020 10:35,,,,,,,,,r20,cor33,
36174,10/28/2018 21:37,,,,,,,,,r9,cor31,
36175,4/18/2020 9:53,,,,,,,,,r69,cor43,
36176,4/21/2020 22:09,,,,,,,,,r2,cor25,
36177,10/21/2019 15:23,,,,,,,,,r58,cor14,
36178,4/21/2020 22:05,,,,,,,,,r46,cor33,
36179,10/21/2019 14:12,,,,,,,,,r58,cor19,
36180,4/18/2020 10:12,,,,,,,,,r61,cor46,
36181,10/28/2018 20:02,,,,,,,,,r40,cor12,
36182,10/28/2018 22:35,,,,,,,,,r46,cor20,
36183,10/21/2019 13:56,,,,,,,,,r19,cor2,
36184,4/21/2020 22:19,,,,,,,,,r67,cor16,
36185,4/21/2020 21:06,,,,,,,,,r24,cor47,
36186,4/21/2020 20:45,,,,,,,,,r63,cor27,
36187,10/28/2018 21:59,,,,,,,,,r23,cor43,
36188,10/21/2019 14:38,,,,,,,,,r47,cor25,
36189,10/28/2018 20:12,,,,,,,,,r65,cor31,
36190,4/21/2020 20:34,,,,,,,,,r74,cor21,
36191,10/21/2019 15:13,,,,,,,,,r41,cor28,
36192,4/18/2020 10:33,,,,,,,,,r19,cor12,
36193,10/21/2019 15:22,,,,,,,,,r70,cor7,
36194,10/28/2018 22:36,,,,,,,,,r9,cor16,
36195,4/18/2020 10:39,,,,,,,,,r79,cor7,
36196,10/28/2018 22:10,,,,,,,,,r40,cor19,
36197,10/21/2019 13:46,,,,,,,,,r37,cor22,
36198,10/28/2018 21:26,,,,,,,,,r42,cor38,
36199,10/21/2019 13:46,,,,,,,,,r53,cor8,
36200,4/21/2020 20:43,,,,,,,,,r6,cor11,
36201,10/21/2019 15:04,,,,,,,,,r42,cor24,
36202,4/18/2020 8:21,,,,,,,,,r8,cor2,
36203,4/18/2020 8:24,,,,,,,,,r38,cor23,
36204,10/21/2019 14:10,,,,,,,,,r66,cor46,
36205,4/18/2020 8:47,,,,,,,,,r34,cor7,
36206,10/28/2018 21:13,,,,,,,,,r56,cor42,
36207,10/21/2019 13:30,,,,,,,,,r28,cor26,
36208,10/28/2018 20:27,,,,,,,,,r67,cor23,
36209,4/18/2020 8:42,,,,,,,,,r23,cor19,
36210,10/28/2018 22:38,,,,,,,,,r8,cor33,
36211,4/18/2020 10:19,,,,,,,,,r14,cor17,
36212,4/18/2020 8:58,,,,,,,,,r3,cor31,
36213,4/21/2020 22:17,,,,,,,,,r36,cor12,
36214,4/21/2020 22:54,,,,,,,,,r39,cor13,
36215,10/21/2019 13:37,,,,,,,,,r68,cor40,
36216,4/18/2020 8:32,,,,,,,,,r5,cor2,
36217,4/21/2020 21:33,,,,,,,,,r27,cor5,
36218,4/21/2020 22:10,,,,,,,,,r60,cor18,
36219,10/28/2018 22:11,,,,,,,,,r51,cor21,
36220,4/21/2020 22:38,,,,,,,,,r18,cor7,
36221,10/21/2019 15:16,,,,,,,,,r30,cor16,
36222,4/18/2020 8:14,,,,,,,,,r71,cor6,
36223,10/28/2018 20:42,,,,,,,,,r14,cor35,
36224,4/21/2020 22:21,,,,,,,,,r74,cor14,
36225,4/18/2020 10:39,,,,,,,,,r54,cor14,
36226,10/28/2018 20:24,,,,,,,,,r17,cor17,
36227,4/21/2020 20:51,,,,,,,,,r31,cor44,
36228,4/21/2020 21:35,,,,,,,,,r1,cor7,
36229,10/28/2018 20:19,,,,,,,,,r67,cor19,
36230,4/21/2020 20:57,,,,,,,,,r28,cor23,
36231,10/21/2019 15:03,,,,,,,,,r61,cor30,
36232,4/21/2020 20:52,,,,,,,,,r56,cor21,
36233,4/21/2020 22:01,,,,,,,,,r30,cor37,
36234,10/28/2018 21:55,,,,,,,,,r44,cor5,
36235,4/21/2020 22:39,,,,,,,,,r59,cor16,
36236,10/21/2019 14:00,,,,,,,,,r44,cor22,
36237,10/28/2018 20:11,,,,,,,,,r41,cor47,
36238,10/21/2019 14:26,,,,,,,,,r51,cor8,
36239,4/21/2020 21:24,,,,,,,,,r78,cor45,
36240,4/18/2020 8:35,,,,,,,,,r25,cor7,
36241,10/28/2018 22:36,,,,,,,,,r65,cor43,
36242,10/28/2018 20:16,,,,,,,,,r7,cor23,
36243,10/21/2019 13:01,,,,,,,,,r52,cor28,
36244,4/21/2020 22:19,,,,,,,,,r28,cor24,
36245,10/21/2019 12:56,,,,,,,,,r3,cor32,
36246,4/18/2020 10:12,,,,,,,,,r27,cor25,
36247,10/21/2019 13:57,,,,,,,,,r23,cor9,
36248,10/21/2019 13:42,,,,,,,,,r20,cor13,
36249,4/18/2020 9:33,,,,,,,,,r65,cor35,
36250,4/18/2020 8:31,,,,,,,,,r56,cor20,
36251,4/18/2020 9:01,,,,,,,,,r58,cor38,
36252,4/21/2020 20:44,,,,,,,,,r70,cor41,
36253,10/21/2019 14:40,,,,,,,,,r39,cor1,
36254,4/18/2020 9:02,,,,,,,,,r22,cor27,
36255,4/18/2020 8:52,,,,,,,,,r48,cor20,
36256,10/21/2019 15:17,,,,,,,,,r58,cor14,
36257,4/18/2020 8:47,,,,,,,,,r44,cor10,
36258,10/21/2019 14:17,,,,,,,,,r55,cor25,
36259,4/18/2020 9:54,,,,,,,,,r56,cor31,
36260,10/28/2018 22:18,,,,,,,,,r18,cor43,
36261,4/18/2020 8:51,,,,,,,,,r57,cor19,
36262,4/21/2020 22:19,,,,,,,,,r55,cor13,
36263,10/21/2019 13:27,,,,,,,,,r31,cor13,
36264,4/18/2020 8:22,,,,,,,,,r34,cor2,
36265,10/28/2018 22:17,,,,,,,,,r24,cor8,
36266,4/21/2020 20:59,,,,,,,,,r15,cor47,
36267,10/21/2019 14:49,,,,,,,,,r9,cor20,
36268,4/18/2020 10:29,,,,,,,,,r52,cor3,
36269,10/28/2018 21:58,,,,,,,,,r63,cor26,
36270,4/18/2020 10:29,,,,,,,,,r10,cor8,
36271,10/21/2019 14:54,,,,,,,,,r42,cor39,
36272,4/18/2020 10:06,,,,,,,,,r78,cor9,
36273,10/28/2018 20:44,,,,,,,,,r27,cor19,
36274,4/18/2020 9:19,,,,,,,,,r65,cor8,
36275,4/18/2020 10:21,,,,,,,,,r52,cor20,
36276,10/28/2018 20:58,,,,,,,,,r9,cor2,
36277,4/21/2020 22:53,,,,,,,,,r8,cor29,
36278,4/18/2020 8:16,,,,,,,,,r18,cor33,
36279,4/21/2020 22:58,,,,,,,,,r7,cor42,
36280,4/21/2020 23:08,,,,,,,,,r27,cor18,
36281,10/28/2018 22:34,,,,,,,,,r65,cor26,
36282,10/28/2018 20:48,,,,,,,,,r60,cor20,
36283,4/21/2020 22:05,,,,,,,,,r11,cor41,
36284,4/18/2020 8:50,,,,,,,,,r44,cor9,
36285,4/18/2020 8:32,,,,,,,,,r24,cor38,
36286,10/21/2019 14:51,,,,,,,,,r71,cor17,
36287,4/21/2020 21:11,,,,,,,,,r78,cor19,
36288,10/28/2018 22:09,,,,,,,,,r76,cor28,
36289,4/21/2020 22:54,,,,,,,,,r59,cor22,
36290,10/28/2018 21:57,,,,,,,,,r72,cor10,
36291,4/18/2020 9:46,,,,,,,,,r58,cor19,
36292,4/18/2020 8:50,,,,,,,,,r51,cor12,
36293,4/18/2020 10:24,,,,,,,,,r57,cor22,
36294,4/21/2020 21:52,,,,,,,,,r23,cor34,
36295,4/18/2020 10:01,,,,,,,,,r24,cor28,
36296,10/28/2018 21:26,,,,,,,,,r31,cor41,
36297,4/21/2020 21:24,,,,,,,,,r60,cor2,
36298,4/18/2020 10:09,,,,,,,,,r10,cor6,
36299,10/21/2019 14:08,,,,,,,,,r77,cor1,
36300,4/21/2020 22:18,,,,,,,,,r47,cor2,
36301,4/21/2020 21:25,,,,,,,,,r41,cor42,
36302,4/21/2020 23:09,,,,,,,,,r34,cor18,
36303,4/21/2020 23:03,,,,,,,,,r42,cor28,
36304,4/18/2020 9:56,,,,,,,,,r42,cor42,
36305,4/21/2020 22:20,,,,,,,,,r23,cor18,
36306,4/21/2020 21:08,,,,,,,,,r13,cor4,
36307,4/21/2020 21:14,,,,,,,,,r61,cor45,
36308,4/21/2020 22:27,,,,,,,,,r57,cor10,
36309,10/28/2018 22:04,,,,,,,,,r80,cor41,
36310,10/28/2018 20:57,,,,,,,,,r1,cor42,
36311,4/18/2020 9:56,,,,,,,,,r29,cor46,
36312,4/21/2020 22:12,,,,,,,,,r31,cor2,
36313,10/21/2019 14:03,,,,,,,,,r50,cor24,
36314,4/21/2020 21:39,,,,,,,,,r58,cor27,
36315,4/21/2020 22:24,,,,,,,,,r33,cor36,
36316,10/28/2018 19:59,,,,,,,,,r27,cor39,
36317,10/28/2018 22:18,,,,,,,,,r15,cor11,
36318,4/21/2020 21:19,,,,,,,,,r62,cor15,
36319,4/21/2020 23:00,,,,,,,,,r61,cor14,
36320,4/21/2020 20:35,,,,,,,,,r77,cor35,
36321,10/28/2018 22:15,,,,,,,,,r6,cor13,
36322,4/18/2020 9:41,,,,,,,,,r61,cor35,
36323,4/18/2020 8:33,,,,,,,,,r15,cor24,
36324,4/18/2020 10:05,,,,,,,,,r32,cor42,
36325,10/21/2019 14:24,,,,,,,,,r43,cor32,
36326,4/21/2020 22:03,,,,,,,,,r8,cor31,
36327,4/21/2020 21:15,,,,,,,,,r62,cor27,
36328,4/18/2020 9:50,,,,,,,,,r75,cor9,
36329,10/21/2019 13:55,,,,,,,,,r63,cor28,
36330,4/21/2020 21:04,,,,,,,,,r78,cor18,
36331,4/21/2020 22:47,,,,,,,,,r55,cor30,
36332,4/18/2020 8:11,,,,,,,,,r47,cor32,
36333,10/21/2019 12:46,,,,,,,,,r51,cor10,
36334,10/21/2019 14:55,,,,,,,,,r61,cor32,
36335,10/21/2019 15:07,,,,,,,,,r13,cor9,
36336,4/18/2020 9:29,,,,,,,,,r26,cor29,
36337,4/21/2020 21:13,,,,,,,,,r42,cor45,
36338,4/18/2020 10:07,,,,,,,,,r15,cor34,
36339,10/28/2018 21:44,,,,,,,,,r5,cor9,
36340,10/21/2019 14:05,,,,,,,,,r78,cor16,
36341,10/21/2019 15:09,,,,,,,,,r61,cor37,
36342,10/21/2019 14:38,,,,,,,,,r52,cor28,
36343,4/21/2020 23:05,,,,,,,,,r60,cor31,
36344,10/28/2018 20:31,,,,,,,,,r63,cor2,
36345,10/21/2019 13:54,,,,,,,,,r1,cor11,
36346,4/21/2020 22:53,,,,,,,,,r1,cor8,
36347,4/18/2020 10:02,,,,,,,,,r20,cor46,
36348,4/18/2020 8:22,,,,,,,,,r20,cor18,
36349,10/28/2018 20:43,,,,,,,,,r9,cor45,
36350,4/18/2020 8:55,,,,,,,,,r75,cor13,
36351,4/18/2020 8:18,,,,,,,,,r31,cor35,
