time,PM25,Average Temperature,Rain Precipitation,Wind Speed,Visibility,Cloud Cover,Relative Humidity,Station,Division,Organization,Season
8/13/2020,36.1,30.4,0.21,11.4,2.7,54.3,73.13,9,Rajshahi,IQAir,Summer
8/14/2020,24.7,30.7,0,17.2,2.7,68.8,73.17,21,Chittagong,EPA,Summer
8/16/2020,16,27.9,48.53,17.2,2.4,86.7,85.57,7,Dhaka,IQAir,Summer
8/17/2020,30.3,28.3,13.86,11.4,2.6,75.2,76.35,18,Sylhet,EPA,Summer
8/19/2020,14.1,29.1,3.68,15,2.7,76.8,76.77,22,Dhaka,PurpleAir,Summer
8/20/2020,12.8,27,12.69,17.2,2.5,87.4,85.73,17,Rangpur,EPA,Summer
8/21/2020,22.3,27.4,41.35,11.4,2.4,82.1,86.17,9,Sylhet,PurpleAir,Summer
8/23/2020,37.7,29.5,21.65,9.2,2.5,76.1,80.77,4,Barishal,EPA,Summer
8/24/2020,49.3,30.5,33.6,9.2,2.6,52,71.26,18,Rangpur,PurpleAir,Summer
8/26/2020,14.2,29.1,1.38,20.8,2.6,68.3,71.03,8,Khulna,PurpleAir,Summer
8/27/2020,29.9,29.5,45.4,11.4,2.7,75.3,76.99,23,Barishal,PurpleAir,Summer
8/29/2020,29.3,29,28.22,13.9,2.7,79.3,79.48,12,Dhaka,EPA,Summer
8/30/2020,42,30.5,3.41,15,2.7,78.3,72.74,13,Rangpur,EPA,Summer
8/31/2020,46.5,30.7,18.13,9.2,2.7,72.2,74.02,19,Rajshahi,PurpleAir,Summer
9/2/2020,36.7,29.9,13.12,13.9,2.7,64.3,70.77,11,Chittagong,IQAir,Autumn
9/3/2020,33.5,30,0,9.2,2.7,44.1,70.21,3,Chittagong,IQAir,Autumn
9/5/2020,25,31.4,0,11.4,2.7,53.1,68.3,11,Chittagong,PurpleAir,Autumn
9/6/2020,20.3,31,1,16.1,2.7,66.1,67.16,14,Chittagong,EPA,Autumn
9/8/2020,26,29.5,30.94,11.4,2.7,75.2,77.05,20,Barishal,PurpleAir,Autumn
9/9/2020,68.5,28.9,33.5,6.9,2.6,71.8,76.83,17,Rajshahi,IQAir,Autumn
9/10/2020,45.5,28.9,23.37,13.9,2.6,77.1,80.08,11,Mymensingh,IQAir,Autumn
9/12/2020,32.1,29.8,17,10.3,2.7,72.5,78.21,18,Rajshahi,PurpleAir,Autumn
9/13/2020,23.6,29.6,9.17,11.4,2.5,69.1,77.68,5,Barishal,EPA,Autumn
9/15/2020,45.7,29.9,6.62,11.4,2.6,67.1,75.97,10,Khulna,IQAir,Autumn
9/16/2020,26.7,30.1,13.71,17.2,2.6,72.7,72.41,2,Sylhet,IQAir,Autumn
9/18/2020,34.8,28.6,47.26,10.3,2.7,64.7,79.96,5,Mymensingh,PurpleAir,Autumn
9/19/2020,32.9,31,0,8.1,2.7,42.8,68.05,8,Sylhet,EPA,Autumn
9/20/2020,41.4,30.6,2.29,17.2,2.6,60.7,71.39,20,Chittagong,IQAir,Autumn
9/22/2020,28.8,28.7,26.09,11.4,2.6,82.4,79.73,22,Mymensingh,IQAir,Autumn
9/23/2020,30.6,28.4,13.47,15,2.6,76.6,78.64,13,Barishal,EPA,Autumn
9/25/2020,20.1,28.7,36.89,11.4,2.6,78.1,79.54,7,Rajshahi,PurpleAir,Autumn
9/26/2020,27.3,28.5,31.19,17.2,2.5,83.4,81.76,11,Chittagong,PurpleAir,Autumn
9/28/2020,47.3,29.6,0,6.9,2.6,60.1,72.95,13,Sylhet,PurpleAir,Autumn
9/29/2020,67.2,29.5,0,5.8,2.6,51.1,74.7,22,Dhaka,EPA,Autumn
9/30/2020,60.9,30.2,1,6.9,2.6,61.3,73.6,22,Mymensingh,IQAir,Autumn
10/2/2020,38.8,28.9,27.7,13.9,2.6,69,76.76,9,Rajshahi,IQAir,Autumn
10/3/2020,47.5,29,15.4,5.8,2.6,60.9,78.3,11,Rajshahi,PurpleAir,Autumn
10/5/2020,58,29,8.4,11.4,2.6,62.5,77.01,16,Rajshahi,PurpleAir,Autumn
10/6/2020,40.3,28.9,41.23,13.9,2.5,72.9,74.9,23,Barishal,IQAir,Autumn
10/8/2020,41,29,12,4.7,2.5,68,77.48,4,Mymensingh,IQAir,Autumn
10/9/2020,58.3,30.1,1.2,8.1,2.5,60.4,72.52,19,Barishal,EPA,Autumn
10/10/2020,65.7,30.2,1.2,9.2,2.5,51.4,72.08,4,Barishal,PurpleAir,Autumn
10/12/2020,71.5,29.5,60.05,6,2.4,61.5,79.68,11,Barishal,IQAir,Autumn
10/13/2020,93.2,29.8,0.4,9.2,2.5,45.8,74.67,12,Mymensingh,PurpleAir,Autumn
10/15/2020,114.6,29.4,0,6.9,2.5,46.5,74.93,15,Mymensingh,EPA,Autumn
10/16/2020,68.4,30.4,0,6.9,2.5,24.2,70.15,16,Dhaka,EPA,Autumn
10/18/2020,73.3,29.1,0,9.2,2.6,57.2,73.68,19,Rangpur,EPA,Autumn
10/19/2020,52,29.2,0.2,8.1,2.6,77.2,76.14,23,Rajshahi,PurpleAir,Autumn
10/20/2020,75.3,29.9,9.7,11.4,2.5,52.4,71.72,19,Khulna,PurpleAir,Autumn
10/22/2020,14.4,26.5,65.89,11.4,2.2,93.1,86.52,22,Sylhet,IQAir,Autumn
10/23/2020,10.3,25.4,57.2,15,2,96.4,92.38,5,Chittagong,IQAir,Autumn
10/25/2020,28.6,28.5,0,9.2,2.5,62.7,73.42,18,Sylhet,EPA,Autumn
10/26/2020,70.6,28.4,0,3.4,2.5,24.1,69.9,9,Dhaka,EPA,Autumn
10/28/2020,65.9,28.6,0,4.7,2.5,1.4,71.07,12,Chittagong,EPA,Autumn
10/29/2020,51.5,29,0,6.9,2.6,4.7,68.8,11,Chittagong,EPA,Autumn
10/30/2020,46,29.6,0,5.8,2.6,16.2,68.12,7,Dhaka,PurpleAir,Autumn
11/1/2020,25.4,27.1,38.94,9.2,2.4,85.5,79.13,14,Barishal,PurpleAir,Autumn
11/2/2020,46,27.5,22,6.9,2.5,69.7,76.6,14,Chittagong,PurpleAir,Autumn
11/4/2020,146.1,28.2,0,8.1,2.5,30.8,68.5,15,Barishal,IQAir,Autumn
11/5/2020,133.7,27.2,0,5.8,2.4,2.5,65.68,3,Chittagong,EPA,Autumn
11/7/2020,96,25.4,0,3.7,2.3,1.2,69.21,23,Barishal,IQAir,Autumn
11/8/2020,71.6,25.7,0,6.9,2.3,0,70.1,5,Sylhet,EPA,Autumn
11/9/2020,42,26.9,0,4.7,2.5,2.1,68.75,8,Chittagong,EPA,Autumn
11/11/2020,47.6,27.1,0,9.2,2.6,0.3,62.69,18,Rajshahi,IQAir,Autumn
11/12/2020,60.8,27.4,0,5.8,2.6,8.5,63.33,23,Rajshahi,IQAir,Autumn
11/14/2020,60,28.4,0,9.2,2.5,0,59.53,13,Mymensingh,EPA,Autumn
11/15/2020,104.7,27,0,11.4,2.5,0,61.01,13,Chittagong,EPA,Autumn
11/17/2020,143.4,26.6,0,5.8,2.4,10.4,67.69,23,Rangpur,IQAir,Autumn
11/18/2020,164.1,25.1,0,6.9,2.3,0,68.02,14,Chittagong,EPA,Autumn
11/19/2020,174.8,26,0,4.7,2.3,47.8,67.87,7,Mymensingh,PurpleAir,Autumn
11/21/2020,112.1,24.2,27.9,4.7,1.4,75.9,84.3,5,Khulna,PurpleAir,Autumn
11/22/2020,131.7,23.6,1,9.2,2,27.5,70.66,16,Rangpur,IQAir,Autumn
11/24/2020,131.8,22.9,0,5.8,2.3,29.6,72.14,16,Khulna,PurpleAir,Autumn
11/25/2020,107,23.5,0,5.8,2.3,47.8,70.03,16,Khulna,PurpleAir,Autumn
11/27/2020,107.4,23.5,0,6.9,2.3,78.4,71.92,1,Chittagong,EPA,Autumn
11/28/2020,96.8,23.4,0,8.1,2.4,35.9,71.17,16,Barishal,PurpleAir,Autumn
11/29/2020,110.7,24.5,0,10.3,2.5,1.2,67.66,21,Rangpur,PurpleAir,Autumn
12/1/2020,141,23.9,0,4.7,2.3,8.9,69.59,21,Dhaka,EPA,Winter
12/2/2020,153.9,23.4,0,9.2,2.2,17.3,73.24,2,Mymensingh,IQAir,Winter
12/4/2020,201.5,24.8,0,8.1,2.2,8.4,65.94,10,Rajshahi,EPA,Winter
12/5/2020,260.9,22.9,0,4.7,1.6,35.1,77.42,9,Dhaka,EPA,Winter
12/7/2020,165.8,23.2,0,5.8,1.3,19.2,81.73,18,Chittagong,PurpleAir,Winter
12/8/2020,146.1,22.6,0,6.9,1,52.3,84.39,20,Sylhet,IQAir,Winter
12/9/2020,178.5,20.5,0,6.9,0.5,68,91.19,1,Chittagong,PurpleAir,Winter
12/11/2020,126.5,19.6,0,5.8,1.3,66.5,84.37,8,Sylhet,PurpleAir,Winter
12/12/2020,165.8,20.3,0,5.8,1.4,58.6,81.8,7,Chittagong,EPA,Winter
12/14/2020,218.5,22.4,0,6.9,1.4,7.5,73.94,12,Rangpur,IQAir,Winter
12/15/2020,175.4,21.1,0,9.2,1.4,27,79.24,16,Khulna,EPA,Winter
12/17/2020,182.4,20.8,0,6.9,1.6,0,74.37,8,Dhaka,PurpleAir,Winter
12/18/2020,146.5,20.9,0,6.9,2,0,69.6,12,Dhaka,IQAir,Winter
12/19/2020,135.9,20.3,0,8.1,2.1,2.1,62.4,17,Barishal,EPA,Winter
12/21/2020,208.5,19.2,0,4.7,1.4,6.9,77.96,20,Chittagong,EPA,Winter
12/22/2020,223,18.8,0,5.8,1.5,11.4,76.74,7,Dhaka,IQAir,Winter
12/24/2020,176.3,20.6,0,3.4,2,33.2,70.53,12,Mymensingh,EPA,Winter
12/25/2020,136.6,19.7,0,9.2,2.1,0.2,71.37,22,Rajshahi,PurpleAir,Winter
12/27/2020,174.6,19.2,0,9.2,1.9,2.1,69.05,12,Rangpur,PurpleAir,Winter
12/28/2020,212.7,19.3,0,8.1,1.7,4.8,69.38,12,Sylhet,IQAir,Winter
12/29/2020,202.7,20.5,0,11.4,1.9,2.1,64.93,12,Rangpur,EPA,Winter
12/31/2020,170.1,20.7,0,5.8,2,0,66.79,8,Khulna,PurpleAir,Winter
1/1/2021,153.5,20,0,6.1,2.1,0,67.93,21,Chittagong,EPA,Winter
1/3/2021,147.6,20.7,0,3.6,2.2,0,69,10,Rangpur,EPA,Winter
1/4/2021,181.4,20.8,0,3.6,2.1,6.4,71.21,22,Rajshahi,EPA,Winter
1/6/2021,187.8,22.6,0,3.6,2.1,12.3,66.61,8,Rangpur,IQAir,Winter
1/7/2021,219.9,22.7,0,3.8,1.9,10.4,68.06,15,Rangpur,PurpleAir,Winter
1/8/2021,191.5,23.2,0,6.9,2.1,13,65.82,15,Barishal,PurpleAir,Winter
1/10/2021,260.8,22.4,0,4.2,1.9,16,71.75,3,Mymensingh,PurpleAir,Winter
1/11/2021,266.6,23,0,3.4,1.6,16.7,74.79,17,Sylhet,EPA,Winter
1/13/2021,153.9,19.9,0,7,2.1,23.4,64.63,3,Sylhet,EPA,Winter
1/14/2021,181.7,19.4,0,6.8,2.2,31.2,64.27,8,Barishal,PurpleAir,Winter
1/16/2021,251.6,19.1,0,5.2,2,7.3,70.79,10,Chittagong,IQAir,Winter
1/17/2021,264.7,18.7,0,4.5,1.5,14,78.76,14,Sylhet,IQAir,Winter
1/18/2021,240.5,18.6,0,3.3,1.2,19.8,81.03,9,Rajshahi,PurpleAir,Winter
1/20/2021,320.4,20.5,0,5.2,0.9,70.6,82.51,2,Khulna,IQAir,Winter
1/21/2021,252.2,19.6,0,5.8,0.9,40.1,80.15,13,Khulna,PurpleAir,Winter
1/23/2021,202.9,18.7,0,4.7,0.8,50.8,83.43,17,Dhaka,EPA,Winter
1/24/2021,237.8,19,0,5.3,0.7,56.7,84.78,19,Dhaka,PurpleAir,Winter
1/26/2021,227,19.9,0,8.1,1.6,7,74.24,19,Mymensingh,PurpleAir,Winter
1/27/2021,174,19.1,0,8,1.5,11.1,75.36,4,Mymensingh,PurpleAir,Winter
1/28/2021,199.3,19,0,9.2,1.2,42.1,78.59,6,Barishal,EPA,Winter
1/30/2021,186,20.9,0,9.2,1.6,41.3,66.96,22,Barishal,IQAir,Winter
1/31/2021,204.7,19.3,0,9.2,1.5,14.7,67.86,19,Sylhet,IQAir,Winter
2/2/2021,199.9,18.6,0,9.3,1.7,14.1,73.57,14,Mymensingh,EPA,Winter
2/3/2021,180.4,19.8,0,9.2,1.9,0,63.49,20,Dhaka,PurpleAir,Winter
2/5/2021,166.3,22.5,0,5.2,2,3.5,68.01,10,Mymensingh,EPA,Winter
2/6/2021,151,22,0,11.4,1.9,10.4,69.1,14,Barishal,IQAir,Winter
2/7/2021,112.4,21,0,11.4,2.3,56,67.4,9,Chittagong,PurpleAir,Winter
2/9/2021,118.8,22,0,9.2,2.3,0,63.64,7,Rajshahi,PurpleAir,Winter
2/10/2021,165.6,22.4,0,9.1,2.2,15.1,62.4,11,Rajshahi,EPA,Winter
2/12/2021,257.8,22.9,0,4.7,1.8,59.5,66.85,19,Khulna,EPA,Winter
2/13/2021,225.4,21.6,0,7.6,1.8,35.3,68.59,9,Khulna,EPA,Winter
2/15/2021,277.4,23.2,0,3.6,1.6,36.2,69.59,21,Rajshahi,EPA,Winter
2/16/2021,247.1,23,0,5.2,1.5,13.3,70.21,6,Chittagong,PurpleAir,Winter
2/17/2021,183.2,22.8,0,6,1.8,50.4,66.4,7,Chittagong,EPA,Winter
2/19/2021,155.8,24.8,0,8.1,2.2,46.8,62.5,22,Rangpur,PurpleAir,Winter
2/20/2021,91.5,24.2,0,11.4,1.8,79,64.75,23,Rajshahi,IQAir,Winter
2/22/2021,142.2,24.1,0,10.3,2.4,0,56.96,23,Rangpur,EPA,Winter
2/23/2021,158,23.4,0,6.4,2.6,4.6,58.96,2,Chittagong,IQAir,Winter
2/25/2021,233.5,25.3,0,7.6,2.4,16,61.26,12,Dhaka,IQAir,Winter
2/26/2021,130,25.8,0,9.3,2.2,12.9,62.83,20,Rajshahi,IQAir,Winter
2/27/2021,115,26.2,0,10.3,2.3,1.9,61.41,6,Dhaka,EPA,Winter
3/1/2021,89.7,27.5,0,9.6,2.5,28.1,67.59,15,Rajshahi,IQAir,Spring
3/2/2021,102.5,26.9,0,11.4,2.3,15.6,62.18,18,Mymensingh,EPA,Spring
3/4/2021,142.3,26.2,0,11.4,2.3,0,60.42,19,Khulna,EPA,Spring
3/5/2021,115.6,26.9,0,12.7,2.3,30,61.86,21,Mymensingh,EPA,Spring
3/7/2021,91,27.3,0,11.4,2.1,48.1,66.59,20,Khulna,PurpleAir,Spring
3/8/2021,130.7,27.9,0,48.6,2.2,68.2,70.79,11,Chittagong,EPA,Spring
3/9/2021,79.2,27.7,0,11.4,2.4,62.4,64.67,7,Dhaka,IQAir,Spring
3/11/2021,96.5,27.7,0,9.2,2.4,69.8,68.44,9,Barishal,PurpleAir,Spring
3/12/2021,154.7,29,0,6.9,2.2,48.4,65.88,18,Rangpur,EPA,Spring
3/14/2021,95.7,26.8,0,11.4,2.3,19.9,62.91,16,Rangpur,PurpleAir,Spring
3/15/2021,153.6,27.8,0,10.3,2.3,10.4,56.04,2,Sylhet,PurpleAir,Spring
3/17/2021,152.6,27.5,0,12.8,2.2,14.8,58.67,22,Khulna,EPA,Spring
3/18/2021,232.2,28.7,0,5.8,2.3,19.4,57.04,6,Rangpur,PurpleAir,Spring
3/19/2021,245.8,28.7,0,11.4,2.2,49.1,60.03,17,Rangpur,IQAir,Spring
3/21/2021,318.4,29.2,0,5.8,2,51.4,60.61,12,Rangpur,EPA,Spring
3/22/2021,188.1,29.8,0,11.4,2.2,39.1,56.53,13,Barishal,PurpleAir,Spring
3/24/2021,195.7,30.4,0,9.2,2.3,14.8,57.57,4,Sylhet,IQAir,Spring
3/25/2021,127.1,31,0,11.4,2.3,25.8,56.88,18,Dhaka,PurpleAir,Spring
3/27/2021,149.1,30.1,0,11.4,2.3,5.5,53.35,1,Khulna,PurpleAir,Spring
3/28/2021,146.5,30.3,0,13.9,2.3,21.9,52.54,15,Khulna,PurpleAir,Spring
3/29/2021,157.7,30.1,0,18.3,2.1,27,61.65,17,Rangpur,EPA,Spring
3/31/2021,76.2,29.5,0,23,2.4,85.8,71.33,4,Dhaka,IQAir,Spring
4/1/2021,76,30.7,0,117.4,2.4,49.1,62.13,17,Dhaka,EPA,Spring
4/3/2021,111.3,30.8,0,9.2,2.3,43.6,60.29,14,Khulna,IQAir,Spring
4/4/2021,136.1,28.8,0,32.2,2.3,39.3,65.7,21,Barishal,EPA,Spring
4/6/2021,139.2,29.1,0,9.2,2.4,0,53.23,6,Sylhet,IQAir,Spring
4/7/2021,221.4,30.1,0,16.1,2.4,9.9,55.01,13,Chittagong,PurpleAir,Spring
4/10/2021,54.8,30.3,0,9.2,2.4,72.8,65.64,12,Rajshahi,IQAir,Spring
4/12/2021,91.5,31.3,0,11.4,2.4,42.3,59.4,2,Rangpur,IQAir,Spring
4/13/2021,64,31.7,0,15,2.5,15.6,57.59,22,Barishal,IQAir,Spring
4/15/2021,41.2,31.3,0,13.9,2.5,67,61.73,7,Sylhet,PurpleAir,Spring
4/16/2021,48.1,30.5,0,13.9,2.5,67.7,64.09,18,Sylhet,IQAir,Spring
4/18/2021,58.2,30.7,0,12.8,2.5,41.6,60.25,9,Rajshahi,PurpleAir,Spring
4/19/2021,35.9,30.6,0,18.3,2.5,16,64.31,2,Khulna,EPA,Spring
4/20/2021,33.5,31.4,0,18.3,2.5,30.8,61.72,2,Rangpur,IQAir,Spring
4/22/2021,58.2,30.3,0,16.1,2.5,87.9,66.97,6,Chittagong,PurpleAir,Spring
4/23/2021,74.8,30.3,0,16.1,2.5,68.6,62.36,20,Dhaka,PurpleAir,Spring
4/25/2021,122.2,31.8,0,11.4,2.5,15.7,56.81,12,Barishal,PurpleAir,Spring
4/26/2021,55.3,31.7,0,15,2.5,4.6,55.97,10,Mymensingh,IQAir,Spring
4/28/2021,58.7,32.5,0,11.4,2.5,39.1,56.01,23,Sylhet,EPA,Spring
4/29/2021,105.1,31,0,17.2,2.4,28.7,62.38,10,Dhaka,PurpleAir,Spring
4/30/2021,119,32.1,0,11.4,2.5,35.2,55.3,3,Barishal,IQAir,Spring
5/2/2021,107.6,30.7,0,13.9,2.5,64.6,62.87,9,Barishal,PurpleAir,Spring
5/3/2021,68,29,0,11.4,2.5,75.1,65.81,18,Mymensingh,PurpleAir,Spring
5/5/2021,127.1,29.5,0,11.4,2.3,77.4,67.89,5,Dhaka,PurpleAir,Spring
5/6/2021,65.1,28.6,0,11.4,2.5,64.9,70.79,10,Barishal,PurpleAir,Spring
5/8/2021,45.9,30.2,0,11.4,2.5,60.2,62.17,13,Chittagong,PurpleAir,Spring
5/9/2021,65.9,30.4,0,13.9,2.5,43.1,60.76,21,Rangpur,PurpleAir,Spring
5/10/2021,64.1,30.2,0,23,2.4,59.1,62.45,7,Barishal,IQAir,Spring
5/12/2021,57.2,28.9,0,9.2,2.5,63.5,64.75,18,Rangpur,EPA,Spring
5/13/2021,36.4,29,0,11.4,2.5,85.9,68.63,2,Sylhet,PurpleAir,Spring
5/15/2021,50.6,30.5,0,16.1,2.3,75.3,64.65,15,Mymensingh,PurpleAir,Spring
5/16/2021,31.4,29.7,0,11.4,2.5,87.4,69.84,15,Chittagong,IQAir,Spring
5/18/2021,22.2,30.3,0,18.3,2.4,79.1,72.52,20,Khulna,IQAir,Spring
5/19/2021,32.9,31.5,0,18.3,2.5,71.9,65.96,14,Mymensingh,EPA,Spring
5/20/2021,17.8,31.8,0,18.3,2.5,85.8,65,18,Rajshahi,IQAir,Spring
5/22/2021,23.4,32.5,0,13.9,2.5,33.6,60.09,13,Dhaka,EPA,Spring
5/23/2021,44.6,33,0,11.4,2.5,40.8,60.17,20,Khulna,IQAir,Spring
5/25/2021,11.7,29.7,0,11.4,2.5,90,76.53,10,Mymensingh,PurpleAir,Spring
5/26/2021,30.3,27.8,0,16.1,2.5,91.8,77.86,20,Khulna,EPA,Spring
5/28/2021,44.6,30.1,0,15,2.5,79.3,71.78,13,Rangpur,EPA,Spring
5/29/2021,62.9,31.3,0,16.1,2.5,52.3,66.14,12,Dhaka,EPA,Spring
5/30/2021,40.2,30.7,0,11.4,2.5,62.4,70.99,12,Dhaka,IQAir,Spring
